,,,,,,,,,
,Дата,Заказчик,Город,Регион,Категория,Товар,Цена за штуку,Количество,Выручка
,4/19/2022,Sweetables,Дрезден,Восток,Сыры,Филадельфия ,"0,89",73,"64,97"
,4/19/2022,Sweetables,Дрезден,Восток,Масла,Оливковое масло,"1,7",44,"74,8"
,4/20/2022,foodbite,Кёльн,Запад,Крупы,Гречка,"1,4",169,"236,6"
,4/20/2022,Sweetables,Кёльн,Запад,Сухофрукты,Сушеные яблоки,"1,09",105,"114,45"
,4/20/2022,Sweetables,Кёльн,Запад,Специи,Базилик,"0,7",42,"29,4"
,4/20/2022,Gold Food,Кёльн,Запад,Сладости,Шоколад,"0,55",401,"220,55"
,4/20/2022,Gold Food,Кёльн,Запад,Крупы,Перловка,"1,2",186,"223,2"
,4/20/2022,Cooking Corner,Франкфурт,Запад,Сыры,Гауда,"1,59",551,"876,09"
,4/20/2022,Sweetables,Франкфурт,Запад,Масла,Подсолнечное масло,"1,19",315,"374,85"
,4/20/2022,Sweetables,Франкфурт,Запад,Сладости,Мармелад,"0,6",108,"64,8"
,4/20/2022,foodbite,Гамбург,Север,Сухофрукты,Курага,"1,19",150,"178,5"
,4/20/2022,foodbite,Гамбург,Север,Консервы,Говядина тушеная,"1,19",83,"98,77"
,4/20/2022,Sweetables,Гамбург,Север,Сухофрукты,Курага,"1,19",127,"151,13"
,4/20/2022,Organica,Бремен,Север,Напитки,Черный чай,"0,99",123,"121,77"
,4/20/2022,Gold Food,Дрезден,Восток,Масла,Подсолнечное масло,"1,19",153,"182,07"
,4/21/2022,Gold Food,Франкфурт,Запад,Сыры,Филадельфия ,"0,89",65,"57,85"
,4/21/2022,Cooking Corner,Франкфурт,Запад,Крупы,Гречка,"1,4",218,"305,2"
,4/21/2022,Cooking Corner,Франкфурт,Запад,Сыры,Гауда,"1,59",359,"570,81"
,4/21/2022,Sweetables,Франкфурт,Запад,Масла,Сливочное масло,"1,5",229,"343,5"
,4/21/2022,Sweetables,Штутгарт,Юг,Консервы,Килька в томате,"0,89",116,"103,24"
,4/21/2022,Organica,Бремен,Север,Специи,Кориандр,"0,65",8,"5,2"
,4/21/2022,Organica,Бремен,Север,Сыры,Гауда,"1,59",116,"184,44"
,4/21/2022,Go Bio,Бремен,Север,Масла,Подсолнечное масло,"1,19",125,"148,75"
,4/21/2022,Gold Food,Дрезден,Восток,Сыры,Гауда,"1,59",166,"263,94"
,4/21/2022,NutriFix,Дрезден,Восток,Крупы,Перловка,"1,2",101,"121,2"
,4/21/2022,NutriFix,Дрезден,Восток,Напитки,Зеленый чай,"0,95",159,"151,05"
,4/21/2022,NutriFix,Дрезден,Восток,Сыры,Гауда,"1,59",176,"279,84"
,4/21/2022,Gold Food,Дрезден,Восток,Крупы,Гречка,"1,4",64,"89,6"
,4/22/2022,mymeal,Франкфурт,Запад,Консервы,Килька в томате,"0,89",144,"128,16"
,4/22/2022,mymeal,Франкфурт,Запад,Напитки,Кофе,"5,5",168,924
,4/22/2022,Go Bio,Бремен,Север,Сладости,Шоколад,"0,55",154,"84,7"
,4/22/2022,Organica,Дрезден,Восток,Масла,Сливочное масло,"1,5",112,168
,4/22/2022,Go Bio,Гамбург,Север,Специи,Базилик,"0,7",75,"52,5"
,4/22/2022,Cooking Corner,Франкфурт,Запад,Напитки,Черный чай,"0,99",228,"225,72"
,4/22/2022,Gold Food,Дрезден,Восток,Крупы,Рис,"0,96",200,192
,4/22/2022,Gold Food,Дрезден,Восток,Напитки,Зеленый чай,"0,95",78,"74,1"
,4/22/2022,NutriFix,Дрезден,Восток,Сладости,Зефир,"0,65",36,"23,4"
,4/23/2022,Gold Food,Берлин,Восток,Специи,Черный перец,"0,59",420,"247,8"
,4/23/2022,Gold Food,Берлин,Восток,Крупы,Перловка,"1,2",555,666
,4/23/2022,Organica,Берлин,Восток,Напитки,Черный чай,"0,99",302,"298,98"
,4/23/2022,Go Bio,Гамбург,Север,Крупы,Гречка,"1,4",209,"292,6"
,4/23/2022,foodbite,Мюнхен,Юг,Напитки,Зеленый чай,"0,95",358,"340,1"
,4/23/2022,Cooking Corner,Франкфурт,Запад,Сладости,Мармелад,"0,6",164,"98,4"
,4/23/2022,foodbite,Дрезден,Восток,Сладости,Зефир,"0,65",39,"25,35"
,4/23/2022,NutriFix,Дрезден,Восток,Сладости,Шоколад,"0,55",222,"122,1"
,4/24/2022,foodbite,Бремен,Север,Сладости,Шоколад,"0,55",149,"81,95"
,4/24/2022,Gold Food,Берлин,Восток,Сухофрукты,Сушеные яблоки,"1,09",226,"246,34"
,4/24/2022,Organica,Берлин,Восток,Консервы,Шпроты,"1,15",114,"131,1"
,4/24/2022,mymeal,Гамбург,Север,Сладости,Зефир,"0,65",140,91
,4/24/2022,mymeal,Гамбург,Север,Масла,Оливковое масло,"1,7",180,306
,4/24/2022,foodbite,Гамбург,Север,Напитки,Черный чай,"0,99",194,"192,06"
,4/24/2022,Organica,Гамбург,Север,Специи,Кориандр,"0,65",29,"18,85"
,4/24/2022,foodbite,Мюнхен,Юг,Сыры,Гауда,"1,59",511,"812,49"
,4/24/2022,foodbite,Мюнхен,Юг,Сладости,Зефир,"0,65",94,"61,1"
,4/24/2022,Gold Food,Мюнхен,Юг,Специи,Кориандр,"0,65",21,"13,65"
,4/24/2022,Go Bio,Кёльн,Запад,Сыры,Моцарелла,"0,59",116,"68,44"
,4/24/2022,Gold Food,Бремен,Север,Крупы,Гречка,"1,4",47,"65,8"
,4/24/2022,Gold Food,Бремен,Север,Сыры,Моцарелла,"0,59",100,59
,4/24/2022,foodbite,Дрезден,Восток,Напитки,Кофе,"5,5",77,"423,5"
,4/24/2022,Sweetables,Дрезден,Восток,Специи,Кориандр,"0,65",23,"14,95"
,4/24/2022,Sweetables,Дрезден,Восток,Консервы,Килька в томате,"0,89",68,"60,52"
,4/24/2022,Sweetables,Дрезден,Восток,Крупы,Рис,"0,96",267,"256,32"
,4/25/2022,foodbite,Бремен,Север,Специи,Черный перец,"0,59",56,"33,04"
,4/25/2022,foodbite,Бремен,Север,Консервы,Килька в томате,"0,89",54,"48,06"
,4/25/2022,mymeal,Гамбург,Север,Напитки,Зеленый чай,"0,95",698,"663,1"
,4/25/2022,Organica,Гамбург,Север,Сладости,Шоколад,"0,55",329,"180,95"
,4/25/2022,Organica,Гамбург,Север,Масла,Сливочное масло,"1,5",388,582
,4/25/2022,Go Bio,Кёльн,Запад,Сладости,Мармелад,"0,6",97,"58,2"
,4/25/2022,Go Bio,Кёльн,Запад,Напитки,Черный чай,"0,99",151,"149,49"
,4/25/2022,mymeal,Франкфурт,Запад,Сыры,Гауда,"1,59",476,"756,84"
,4/25/2022,Sweetables,Бремен,Север,Сладости,Мармелад,"0,6",72,"43,2"
,4/26/2022,Sweetables,Мюнхен,Юг,Напитки,Черный чай,"0,99",469,"464,31"
,4/26/2022,Sweetables,Мюнхен,Юг,Сыры,Моцарелла,"0,59",325,"191,75"
,4/26/2022,Cooking Corner,Кёльн,Запад,Сладости,Шоколад,"0,55",527,"289,85"
,4/26/2022,foodbite,Бремен,Север,Масла,Подсолнечное масло,"1,19",118,"140,42"
,4/27/2022,Organica,Франкфурт,Запад,Специи,Базилик,"0,7",35,"24,5"
,4/27/2022,Go Bio,Франкфурт,Запад,Сухофрукты,Сушеные яблоки,"1,09",36,"39,24"
,4/27/2022,foodbite,Бремен,Север,Напитки,Кофе,"5,5",71,"390,5"
,4/27/2022,Organica,Кёльн,Запад,Сухофрукты,Сушеные яблоки,"1,09",40,"43,6"
,4/27/2022,Go Bio,Франкфурт,Запад,Масла,Оливковое масло,"1,7",60,102
,4/28/2022,Organica,Франкфурт,Запад,Консервы,Шпроты,"1,15",69,"79,35"
,4/28/2022,Organica,Франкфурт,Запад,Специи,Кориандр,"0,65",16,"10,4"
,4/28/2022,NutriFix,Кёльн,Запад,Напитки,Кофе,"5,5",92,506
,4/28/2022,Organica,Кёльн,Запад,Специи,Кориандр,"0,65",13,"8,45"
,4/28/2022,Go Bio,Франкфурт,Запад,Напитки,Зеленый чай,"0,95",98,"93,1"
,4/29/2022,foodbite,Штутгарт,Юг,Специи,Черный перец,"0,59",180,"106,2"
,4/29/2022,foodbite,Штутгарт,Юг,Напитки,Кофе,"5,5",98,539
,4/29/2022,Gold Food,Кёльн,Запад,Крупы,Гречка,"1,4",91,"127,4"
,4/29/2022,Gold Food,Кёльн,Запад,Масла,Подсолнечное масло,"1,19",170,"202,3"
,4/29/2022,Organica,Кёльн,Запад,Сыры,Гауда,"1,59",286,"454,74"
,4/29/2022,Go Bio,Франкфурт,Запад,Консервы,Килька в томате,"0,89",74,"65,86"
,4/29/2022,foodbite,Штутгарт,Юг,Консервы,Говядина тушеная,"1,19",36,"42,84"
,4/29/2022,Sweetables,Штутгарт,Юг,Сладости,Мармелад,"0,6",108,"64,8"
,4/29/2022,foodbite,Дрезден,Восток,Напитки,Зеленый чай,"0,95",138,"131,1"
,4/29/2022,foodbite,Дрезден,Восток,Сыры,Филадельфия ,"0,89",59,"52,51"
,4/30/2022,foodbite,Штутгарт,Юг,Сухофрукты,Изюм,"0,99",123,"121,77"
,4/30/2022,Gold Food,Берлин,Восток,Напитки,Черный чай,"0,99",376,"372,24"
,4/30/2022,Sweetables,Кёльн,Запад,Сладости,Мармелад,"0,6",100,60
,4/30/2022,Gold Food,Кёльн,Запад,Напитки,Кофе,"5,5",96,528
,4/30/2022,foodbite,Штутгарт,Юг,Масла,Оливковое масло,"1,7",59,"100,3"
,4/30/2022,foodbite,Штутгарт,Юг,Сыры,Филадельфия ,"0,89",126,"112,14"
,4/30/2022,foodbite,Дрезден,Восток,Напитки,Черный чай,"0,99",229,"226,71"
,4/30/2022,Go Bio,Дрезден,Восток,Сыры,Моцарелла,"0,59",83,"48,97"
,5/1/2022,Organica,Штутгарт,Юг,Крупы,Гречка,"1,4",113,"158,2"
,5/1/2022,Organica,Штутгарт,Юг,Крупы,Перловка,"1,2",122,"146,4"
,5/1/2022,NutriFix,Берлин,Восток,Напитки,Черный чай,"0,99",809,"800,91"
,5/1/2022,Sweetables,Кёльн,Запад,Крупы,Перловка,"1,2",157,"188,4"
,5/1/2022,Sweetables,Кёльн,Запад,Сладости,Мармелад,"0,6",94,"56,4"
,5/1/2022,NutriFix,Франкфурт,Запад,Сухофрукты,Сушеные яблоки,"1,09",74,"80,66"
,5/2/2022,NutriFix,Берлин,Восток,Сыры,Моцарелла,"0,59",328,"193,52"
,5/2/2022,mymeal,Гамбург,Север,Консервы,Килька в томате,"0,89",234,"208,26"
,5/2/2022,foodbite,Гамбург,Север,Сухофрукты,Курага,"1,19",114,"135,66"
,5/2/2022,foodbite,Гамбург,Север,Специи,Кориандр,"0,65",37,"24,05"
,5/2/2022,NutriFix,Франкфурт,Запад,Консервы,Килька в томате,"0,89",59,"52,51"
,5/2/2022,NutriFix,Бремен,Север,Крупы,Перловка,"1,2",108,"129,6"
,5/2/2022,foodbite,Берлин,Восток,Масла,Сливочное масло,"1,5",876,1314
,5/3/2022,Go Bio,Штутгарт,Юг,Масла,Сливочное масло,"1,5",171,"256,5"
,5/3/2022,NutriFix,Франкфурт,Запад,Сыры,Филадельфия ,"0,89",103,"91,67"
,5/3/2022,mymeal,Бремен,Север,Сухофрукты,Изюм,"0,99",62,"61,38"
,5/3/2022,NutriFix,Бремен,Север,Сыры,Гауда,"1,59",103,"163,77"
,5/3/2022,Cooking Corner,Берлин,Восток,Сладости,Зефир,"0,65",286,"185,9"
,5/4/2022,NutriFix,Франкфурт,Запад,Крупы,Гречка,"1,4",111,"155,4"
,5/4/2022,NutriFix,Франкфурт,Запад,Консервы,Килька в томате,"0,89",69,"61,41"
,5/4/2022,mymeal,Бремен,Север,Сыры,Гауда,"1,59",244,"387,96"
,5/4/2022,mymeal,Бремен,Север,Крупы,Рис,"0,96",276,"264,96"
,5/4/2022,Cooking Corner,Берлин,Восток,Консервы,Килька в томате,"0,89",354,"315,06"
,5/4/2022,Sweetables,Берлин,Восток,Специи,Кориандр,"0,65",63,"40,95"
,5/4/2022,Sweetables,Берлин,Восток,Сухофрукты,Изюм,"0,99",348,"344,52"
,5/5/2022,NutriFix,Франкфурт,Запад,Крупы,Перловка,"1,2",122,"146,4"
,5/5/2022,foodbite,Мюнхен,Юг,Специи,Черный перец,"0,59",425,"250,75"
,5/5/2022,foodbite,Мюнхен,Юг,Крупы,Рис,"0,96",339,"325,44"
,5/5/2022,Gold Food,Мюнхен,Юг,Консервы,Килька в томате,"0,89",150,"133,5"
,5/5/2022,NutriFix,Берлин,Восток,Консервы,Килька в томате,"0,89",323,"287,47"
,5/5/2022,Organica,Берлин,Восток,Специи,Кориандр,"0,65",52,"33,8"
,5/5/2022,Go Bio,Берлин,Восток,Специи,Кориандр,"0,65",56,"36,4"
,5/6/2022,Organica,Франкфурт,Запад,Крупы,Рис,"0,96",215,"206,4"
,5/6/2022,Organica,Франкфурт,Запад,Напитки,Зеленый чай,"0,95",174,"165,3"
,5/6/2022,Cooking Corner,Мюнхен,Юг,Консервы,Шпроты,"1,15",110,"126,5"
,5/6/2022,Organica,Берлин,Восток,Сыры,Филадельфия ,"0,89",237,"210,93"
,5/6/2022,Organica,Берлин,Восток,Напитки,Кофе,"5,5",122,671
,5/7/2022,Sweetables,Франкфурт,Запад,Консервы,Говядина тушеная,"1,19",40,"47,6"
,5/7/2022,Go Bio,Франкфурт,Запад,Масла,Подсолнечное масло,"1,19",134,"159,46"
,5/7/2022,Cooking Corner,Штутгарт,Юг,Специи,Черный перец,"0,59",497,"293,23"
,5/7/2022,NutriFix,Гамбург,Север,Крупы,Гречка,"1,4",222,"310,8"
,5/7/2022,Go Bio,Гамбург,Север,Специи,Базилик,"0,7",80,56
,5/7/2022,Go Bio,Гамбург,Север,Масла,Оливковое масло,"1,7",96,"163,2"
,5/7/2022,Cooking Corner,Мюнхен,Юг,Сухофрукты,Изюм,"0,99",177,"175,23"
,5/7/2022,mymeal,Гамбург,Север,Специи,Базилик,"0,7",142,"99,4"
,5/7/2022,mymeal,Гамбург,Север,Крупы,Рис,"0,96",1008,"967,68"
,5/8/2022,Sweetables,Франкфурт,Запад,Крупы,Гречка,"1,4",122,"170,8"
,5/8/2022,Go Bio,Франкфурт,Запад,Сыры,Гауда,"1,59",251,"399,09"
,5/8/2022,mymeal,Штутгарт,Юг,Напитки,Зеленый чай,"0,95",303,"287,85"
,5/8/2022,Sweetables,Гамбург,Север,Сладости,Зефир,"0,65",74,"48,1"
,5/8/2022,Go Bio,Гамбург,Север,Специи,Кориандр,"0,65",36,"23,4"
,5/8/2022,mymeal,Гамбург,Север,Консервы,Килька в томате,"0,89",262,"233,18"
,5/9/2022,NutriFix,Гамбург,Север,Сладости,Мармелад,"0,6",119,"71,4"
,5/9/2022,NutriFix,Гамбург,Север,Сухофрукты,Изюм,"0,99",194,"192,06"
,5/9/2022,mymeal,Мюнхен,Юг,Сладости,Шоколад,"0,55",1079,"593,45"
,5/9/2022,foodbite,Бремен,Север,Масла,Оливковое масло,"1,7",33,"56,1"
,5/9/2022,NutriFix,Штутгарт,Юг,Сухофрукты,Сушеные яблоки,"1,09",66,"71,94"
,5/9/2022,NutriFix,Штутгарт,Юг,Консервы,Шпроты,"1,15",39,"44,85"
,5/9/2022,Cooking Corner,Франкфурт,Запад,Напитки,Черный чай,"0,99",159,"157,41"
,5/9/2022,foodbite,Франкфурт,Запад,Сухофрукты,Сушеные яблоки,"1,09",61,"66,49"
,5/9/2022,foodbite,Франкфурт,Запад,Масла,Оливковое масло,"1,7",52,"88,4"
,5/9/2022,Go Bio,Франкфурт,Запад,Крупы,Гречка,"1,4",77,"107,8"
,5/9/2022,Go Bio,Франкфурт,Запад,Напитки,Кофе,"5,5",69,"379,5"
,5/9/2022,Go Bio,Штутгарт,Юг,Сладости,Мармелад,"0,6",63,"37,8"
,5/9/2022,Sweetables,Гамбург,Север,Сухофрукты,Курага,"1,19",95,"113,05"
,5/10/2022,NutriFix,Гамбург,Север,Масла,Подсолнечное масло,"1,19",428,"509,32"
,5/10/2022,mymeal,Мюнхен,Юг,Консервы,Говядина тушеная,"1,19",130,"154,7"
,5/10/2022,Go Bio,Дрезден,Восток,Масла,Подсолнечное масло,"1,19",87,"103,53"
,5/10/2022,Cooking Corner,Берлин,Восток,Специи,Кориандр,"0,65",98,"63,7"
,5/10/2022,Cooking Corner,Берлин,Восток,Сыры,Гауда,"1,59",1313,"2087,67"
,5/10/2022,foodbite,Бремен,Север,Сладости,Шоколад,"0,55",113,"62,15"
,5/10/2022,foodbite,Бремен,Север,Крупы,Рис,"0,96",126,"120,96"
,5/10/2022,Sweetables,Бремен,Север,Сыры,Гауда,"1,59",183,"290,97"
,5/10/2022,Go Bio,Кёльн,Запад,Консервы,Шпроты,"1,15",31,"35,65"
,5/10/2022,Go Bio,Кёльн,Запад,Напитки,Зеленый чай,"0,95",195,"185,25"
,5/10/2022,Cooking Corner,Штутгарт,Юг,Консервы,Говядина тушеная,"1,19",71,"84,49"
,5/10/2022,Cooking Corner,Франкфурт,Запад,Сладости,Зефир,"0,65",56,"36,4"
,5/10/2022,foodbite,Франкфурт,Запад,Масла,Сливочное масло,"1,5",225,"337,5"
,5/10/2022,foodbite,Штутгарт,Юг,Крупы,Гречка,"1,4",143,"200,2"
,5/10/2022,Go Bio,Штутгарт,Юг,Масла,Сливочное масло,"1,5",206,309
,5/10/2022,Go Bio,Штутгарт,Юг,Сухофрукты,Курага,"1,19",44,"52,36"
,5/10/2022,Cooking Corner,Дрезден,Восток,Напитки,Черный чай,"0,99",360,"356,4"
,5/10/2022,mymeal,Гамбург,Север,Масла,Подсолнечное масло,"1,19",918,"1092,42"
,5/11/2022,mymeal,Мюнхен,Юг,Напитки,Зеленый чай,"0,95",754,"716,3"
,5/11/2022,Go Bio,Дрезден,Восток,Сухофрукты,Сушеные яблоки,"1,09",34,"37,06"
,5/11/2022,Go Bio,Дрезден,Восток,Сыры,Филадельфия ,"0,89",42,"37,38"
,5/11/2022,Sweetables,Бремен,Север,Специи,Базилик,"0,7",34,"23,8"
,5/11/2022,Sweetables,Бремен,Север,Масла,Сливочное масло,"1,5",97,"145,5"
,5/11/2022,Organica,Бремен,Север,Специи,Базилик,"0,7",15,"10,5"
,5/11/2022,Organica,Бремен,Север,Сыры,Гауда,"1,59",120,"190,8"
,5/11/2022,foodbite,Дрезден,Восток,Специи,Кориандр,"0,65",17,"11,05"
,5/11/2022,Cooking Corner,Штутгарт,Юг,Масла,Сливочное масло,"1,5",278,417
,5/11/2022,Cooking Corner,Штутгарт,Юг,Сладости,Зефир,"0,65",75,"48,75"
,5/11/2022,mymeal,Гамбург,Север,Специи,Базилик,"0,7",108,"75,6"
,5/11/2022,Sweetables,Франкфурт,Запад,Сладости,Зефир,"0,65",65,"42,25"
,5/11/2022,foodbite,Штутгарт,Юг,Масла,Сливочное масло,"1,5",309,"463,5"
,5/11/2022,foodbite,Штутгарт,Юг,Сухофрукты,Изюм,"0,99",77,"76,23"
,5/11/2022,Cooking Corner,Дрезден,Восток,Сухофрукты,Сушеные яблоки,"1,09",72,"78,48"
,5/11/2022,foodbite,Дрезден,Восток,Консервы,Килька в томате,"0,89",52,"46,28"
,5/11/2022,Sweetables,Дрезден,Восток,Сыры,Моцарелла,"0,59",118,"69,62"
,5/11/2022,mymeal,Гамбург,Север,Специи,Черный перец,"0,59",304,"179,36"
,5/11/2022,foodbite,Гамбург,Север,Консервы,Килька в томате,"0,89",168,"149,52"
,5/11/2022,Go Bio,Гамбург,Север,Напитки,Черный чай,"0,99",249,"246,51"
,5/11/2022,Go Bio,Гамбург,Север,Сыры,Моцарелла,"0,59",260,"153,4"
,5/12/2022,Gold Food,Дрезден,Восток,Сладости,Мармелад,"0,6",72,"43,2"
,5/12/2022,NutriFix,Дрезден,Восток,Напитки,Кофе,"5,5",31,"170,5"
,5/12/2022,Cooking Corner,Бремен,Север,Сладости,Зефир,"0,65",48,"31,2"
,5/12/2022,Organica,Бремен,Север,Специи,Базилик,"0,7",15,"10,5"
,5/12/2022,foodbite,Дрезден,Восток,Сладости,Шоколад,"0,55",211,"116,05"
,5/12/2022,Sweetables,Дрезден,Восток,Сладости,Зефир,"0,65",46,"29,9"
,5/12/2022,Organica,Дрезден,Восток,Сухофрукты,Сушеные яблоки,"1,09",31,"33,79"
,5/12/2022,Gold Food,Гамбург,Север,Специи,Кориандр,"0,65",30,"19,5"
,5/12/2022,NutriFix,Мюнхен,Юг,Сладости,Зефир,"0,65",61,"39,65"
,5/12/2022,NutriFix,Мюнхен,Юг,Сухофрукты,Изюм,"0,99",135,"133,65"
,5/12/2022,Cooking Corner,Кёльн,Запад,Сладости,Зефир,"0,65",80,52
,5/12/2022,Cooking Corner,Кёльн,Запад,Масла,Подсолнечное масло,"1,19",593,"705,67"
,5/12/2022,NutriFix,Кёльн,Запад,Масла,Сливочное масло,"1,5",188,282
,5/12/2022,Organica,Кёльн,Запад,Крупы,Гречка,"1,4",116,"162,4"
,5/12/2022,Go Bio,Кёльн,Запад,Масла,Подсолнечное масло,"1,19",224,"266,56"
,5/12/2022,Sweetables,Франкфурт,Запад,Сыры,Филадельфия ,"0,89",85,"75,65"
,5/12/2022,Organica,Штутгарт,Юг,Крупы,Перловка,"1,2",104,"124,8"
,5/12/2022,Organica,Штутгарт,Юг,Консервы,Говядина тушеная,"1,19",23,"27,37"
,5/12/2022,Cooking Corner,Бремен,Север,Сладости,Зефир,"0,65",36,"23,4"
,5/12/2022,foodbite,Дрезден,Восток,Сухофрукты,Сушеные яблоки,"1,09",40,"43,6"
,5/12/2022,Sweetables,Дрезден,Восток,Масла,Оливковое масло,"1,7",55,"93,5"
,5/12/2022,NutriFix,Дрезден,Восток,Крупы,Рис,"0,96",222,"213,12"
,5/12/2022,Go Bio,Дрезден,Восток,Крупы,Гречка,"1,4",59,"82,6"
,5/12/2022,foodbite,Берлин,Восток,Сладости,Шоколад,"0,55",1106,"608,3"
,5/12/2022,Go Bio,Гамбург,Север,Масла,Сливочное масло,"1,5",323,"484,5"
,5/13/2022,Sweetables,Мюнхен,Юг,Сладости,Шоколад,"0,55",624,"343,2"
,5/13/2022,NutriFix,Мюнхен,Юг,Сыры,Моцарелла,"0,59",239,"141,01"
,5/13/2022,Sweetables,Дрезден,Восток,Сыры,Моцарелла,"0,59",156,"92,04"
,5/13/2022,Gold Food,Дрезден,Восток,Сухофрукты,Сушеные яблоки,"1,09",33,"35,97"
,5/13/2022,mymeal,Берлин,Восток,Сухофрукты,Сушеные яблоки,"1,09",429,"467,61"
,5/13/2022,NutriFix,Берлин,Восток,Сухофрукты,Курага,"1,19",206,"245,14"
,5/13/2022,Cooking Corner,Бремен,Север,Сладости,Шоколад,"0,55",326,"179,3"
,5/13/2022,Organica,Дрезден,Восток,Масла,Подсолнечное масло,"1,19",118,"140,42"
,5/13/2022,Sweetables,Гамбург,Север,Сыры,Гауда,"1,59",576,"915,84"
,5/13/2022,Sweetables,Гамбург,Север,Консервы,Говядина тушеная,"1,19",99,"117,81"
,5/13/2022,Sweetables,Гамбург,Север,Консервы,Шпроты,"1,15",138,"158,7"
,5/13/2022,Gold Food,Гамбург,Север,Напитки,Кофе,"5,5",201,"1105,5"
,5/13/2022,NutriFix,Кёльн,Запад,Консервы,Говядина тушеная,"1,19",48,"57,12"
,5/13/2022,Organica,Кёльн,Запад,Напитки,Черный чай,"0,99",206,"203,94"
,5/13/2022,Go Bio,Дрезден,Восток,Напитки,Кофе,"5,5",34,187
,5/14/2022,Sweetables,Мюнхен,Юг,Специи,Черный перец,"0,59",177,"104,43"
,5/14/2022,NutriFix,Мюнхен,Юг,Сухофрукты,Сушеные яблоки,"1,09",109,"118,81"
,5/14/2022,Sweetables,Дрезден,Восток,Масла,Сливочное масло,"1,5",178,267
,5/14/2022,Gold Food,Берлин,Восток,Специи,Базилик,"0,7",143,"100,1"
,5/14/2022,NutriFix,Берлин,Восток,Крупы,Гречка,"1,4",307,"429,8"
,5/14/2022,Gold Food,Бремен,Север,Напитки,Кофе,"5,5",62,341
,5/14/2022,Organica,Штутгарт,Юг,Масла,Оливковое масло,"1,7",42,"71,4"
,5/14/2022,mymeal,Берлин,Восток,Крупы,Гречка,"1,4",764,"1069,6"
,5/14/2022,Sweetables,Берлин,Восток,Сладости,Зефир,"0,65",104,"67,6"
,5/14/2022,mymeal,Кёльн,Запад,Консервы,Шпроты,"1,15",172,"197,8"
,5/14/2022,Go Bio,Штутгарт,Юг,Специи,Базилик,"0,7",32,"22,4"
,5/14/2022,Sweetables,Кёльн,Запад,Масла,Подсолнечное масло,"1,19",254,"302,26"
,5/14/2022,Organica,Кёльн,Запад,Напитки,Черный чай,"0,99",230,"227,7"
,5/15/2022,Sweetables,Мюнхен,Юг,Масла,Оливковое масло,"1,7",104,"176,8"
,5/15/2022,Go Bio,Мюнхен,Юг,Крупы,Перловка,"1,2",221,"265,2"
,5/15/2022,Go Bio,Мюнхен,Юг,Масла,Подсолнечное масло,"1,19",275,"327,25"
,5/15/2022,Go Bio,Мюнхен,Юг,Напитки,Черный чай,"0,99",188,"186,12"
,5/15/2022,Gold Food,Берлин,Восток,Сыры,Гауда,"1,59",678,"1078,02"
,5/15/2022,NutriFix,Дрезден,Восток,Масла,Оливковое масло,"1,7",39,"66,3"
,5/15/2022,NutriFix,Берлин,Восток,Масла,Подсолнечное масло,"1,19",564,"671,16"
,5/15/2022,Organica,Бремен,Север,Сыры,Филадельфия ,"0,89",37,"32,93"
,5/15/2022,Organica,Бремен,Север,Напитки,Кофе,"5,5",16,88
,5/15/2022,Sweetables,Гамбург,Север,Масла,Сливочное масло,"1,5",478,717
,5/15/2022,Organica,Штутгарт,Юг,Сухофрукты,Курага,"1,19",48,"57,12"
,5/15/2022,mymeal,Берлин,Восток,Масла,Подсолнечное масло,"1,19",1463,"1740,97"
,5/15/2022,Sweetables,Берлин,Восток,Напитки,Кофе,"5,5",252,1386
,5/15/2022,Sweetables,Берлин,Восток,Масла,Оливковое масло,"1,7",152,"258,4"
,5/15/2022,mymeal,Кёльн,Запад,Сыры,Гауда,"1,59",589,"936,51"
,5/15/2022,foodbite,Штутгарт,Юг,Специи,Кориандр,"0,65",24,"15,6"
,5/15/2022,Organica,Штутгарт,Юг,Крупы,Рис,"0,96",140,"134,4"
,5/15/2022,Go Bio,Штутгарт,Юг,Сладости,Шоколад,"0,55",239,"131,45"
,5/15/2022,Go Bio,Штутгарт,Юг,Сыры,Гауда,"1,59",137,"217,83"
,5/15/2022,Sweetables,Кёльн,Запад,Масла,Оливковое масло,"1,7",75,"127,5"
,5/15/2022,Sweetables,Кёльн,Запад,Консервы,Килька в томате,"0,89",91,"80,99"
,5/15/2022,mymeal,Мюнхен,Юг,Сладости,Зефир,"0,65",150,"97,5"
,5/16/2022,Organica,Бремен,Север,Консервы,Килька в томате,"0,89",41,"36,49"
,5/16/2022,NutriFix,Дрезден,Восток,Сухофрукты,Курага,"1,19",48,"57,12"
,5/16/2022,mymeal,Бремен,Север,Специи,Кориандр,"0,65",21,"13,65"
,5/16/2022,mymeal,Бремен,Север,Консервы,Говядина тушеная,"1,19",53,"63,07"
,5/16/2022,Organica,Бремен,Север,Масла,Подсолнечное масло,"1,19",121,"143,99"
,5/16/2022,Sweetables,Гамбург,Север,Специи,Кориандр,"0,65",37,"24,05"
,5/16/2022,Gold Food,Гамбург,Север,Масла,Подсолнечное масло,"1,19",463,"550,97"
,5/16/2022,Sweetables,Кёльн,Запад,Сыры,Моцарелла,"0,59",173,"102,07"
,5/16/2022,mymeal,Кёльн,Запад,Крупы,Рис,"0,96",656,"629,76"
,5/16/2022,NutriFix,Франкфурт,Запад,Сладости,Зефир,"0,65",33,"21,45"
